X1,cityid,city,statefips,city_pop2019,date,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home,bc,co,no2,o3,pm10,pm25,so2,Date,weekly_mean
1,1,LOS ANGELES,6,10039107,2020-02-24,0.00571,-0.00286,0.0714,0.00286,0.0214,-0.00143,6.25e-4,NA,0.51,0.018,0.01,35,16,0,2020-02-24,0.495
2,1,LOS ANGELES,6,10039107,2020-02-25,0.01,-0.00143,0.0743,0.00429,0.0229,-0.00286,0.00202,NA,0.48,0.022,0.014,36.5,14,0,2020-02-25,0.495
3,1,LOS ANGELES,6,10039107,2020-02-26,0.0157,0.00286,0.0714,0.00571,0.0243,-0.00429,0.00362,NA,0.545,0.0235,0.0135,36,12,0,2020-02-26,0.3242857142857143
4,1,LOS ANGELES,6,10039107,2020-02-27,0.0186,0.00571,0.0757,0.00714,0.0243,-0.00429,0.00362,NA,0.395,0.0195,0.021,34,8,0,2020-02-27,0.3242857142857143
5,1,LOS ANGELES,6,10039107,2020-02-28,0.0229,0.0114,0.08,0.01,0.0257,-0.00571,0.005,NA,0.38,0.02,0.021,36.5,7.5,0,2020-02-28,0.3242857142857143
6,1,LOS ANGELES,6,10039107,2020-02-29,0.0286,0.0186,0.114,0.0171,0.0271,-0.00857,0.01,NA,0.33,0.018,0.02,27,10,0,2020-02-29,0.3242857142857143
7,1,LOS ANGELES,6,10039107,2020-03-01,0.0286,0.0214,0.0886,0.0129,0.0257,-0.00857,0.01,NA,0.19,0.004,0.036,24,10,0,2020-03-01,0.3242857142857143
8,1,LOS ANGELES,6,10039107,2020-03-02,0.0343,0.03,0.0886,0.0114,0.0257,-0.00857,0.01,NA,0.22,0.006,0.03,21,6,0,2020-03-02,0.3242857142857143
9,1,LOS ANGELES,6,10039107,2020-03-03,0.0429,0.0386,0.116,0.01,0.0257,-0.00857,0.01,NA,0.21,0.007,0.035,21.5,5.5,0,2020-03-03,0.3242857142857143
10,1,LOS ANGELES,6,10039107,2020-03-04,0.0443,0.0443,0.113,0.00571,0.0243,-0.00714,0.00841,NA,0.3,0.0145,0.0165,43,16,0,2020-03-04,0.26357142857142857
11,1,LOS ANGELES,6,10039107,2020-03-05,0.0457,0.0514,0.106,0.00143,0.0243,-0.00571,0.00698,NA,0.275,0.009,0.025,40.5,17,0,2020-03-05,0.26357142857142857
12,1,LOS ANGELES,6,10039107,2020-03-06,0.0443,0.0543,0.101,-0.00429,0.0229,-0.00429,0.00559,NA,0.41,0.0195,0.0135,48.5,19,0,2020-03-06,0.26357142857142857
13,1,LOS ANGELES,6,10039107,2020-03-07,0.0414,0.0571,0.09,-0.01,0.0229,-0.00286,0.00309,NA,0.155,0.003,0.034,22,11,0,2020-03-07,0.26357142857142857
14,1,LOS ANGELES,6,10039107,2020-03-08,0.04,0.0586,0.12,-0.0114,0.0229,-0.00286,0.00309,NA,0.17,0.003,0.03,NA,NA,0,2020-03-08,0.26357142857142857
15,1,LOS ANGELES,6,10039107,2020-03-09,0.0371,0.0614,0.117,-0.0186,0.0214,-0.00143,0.0014,NA,0.32,0.012,0.018,13,6,0,2020-03-09,0.26357142857142857
16,1,LOS ANGELES,6,10039107,2020-03-10,0.0214,0.0557,0.03,-0.04,0.0143,0.00429,-0.00419,NA,0.215,0.01,0.02,10,6,0,2020-03-10,0.26357142857142857
17,1,LOS ANGELES,6,10039107,2020-03-11,0.0186,0.0629,0.0243,-0.0471,0.0114,0.00571,-0.00579,NA,0.205,0.008,0.016,13,6,0,2020-03-11,0.235
18,1,LOS ANGELES,6,10039107,2020-03-12,0.00143,0.07,-0.0386,-0.0743,0.00429,0.0114,-0.0115,NA,0.295,0.012,0.01,17.5,7.5,0,2020-03-12,0.235
19,1,LOS ANGELES,6,10039107,2020-03-13,-0.01,0.114,-0.101,-0.101,-0.00857,0.02,-0.0198,NA,0.275,0.012,0.017,9.5,6,0,2020-03-13,0.235
20,1,LOS ANGELES,6,10039107,2020-03-14,-0.0314,0.144,-0.173,-0.129,-0.0214,0.03,-0.0374,NA,0.235,0.008,0.024,13,8,0,2020-03-14,0.235
21,1,LOS ANGELES,6,10039107,2020-03-15,-0.0586,0.156,-0.227,-0.153,-0.0357,0.0386,-0.0548,NA,0.19,0.004,0.03,10,4.5,0,2020-03-15,0.235
22,1,LOS ANGELES,6,10039107,2020-03-16,-0.09,0.163,-0.293,-0.189,-0.0714,0.0543,-0.0734,NA,0.225,0.009,0.024,19,7,0,2020-03-16,0.235
23,1,LOS ANGELES,6,10039107,2020-03-17,-0.12,0.17,-0.281,-0.213,-0.11,0.07,-0.0888,NA,0.22,0.0085,0.025,10,5,0,2020-03-17,0.235
24,1,LOS ANGELES,6,10039107,2020-03-18,-0.163,0.159,-0.306,-0.251,-0.157,0.0914,-0.113,NA,0.275,0.01,0.0215,15,6,0,2020-03-18,0.21642857142857141
25,1,LOS ANGELES,6,10039107,2020-03-19,-0.197,0.146,-0.299,-0.28,-0.203,0.111,-0.133,NA,0.21,0.007,0.0285,20,5,0,2020-03-19,0.21642857142857141
26,1,LOS ANGELES,6,10039107,2020-03-20,-0.247,0.0857,-0.287,-0.313,-0.251,0.134,-0.155,NA,0.21,0.0075,0.029,9,4,0,2020-03-20,0.21642857142857141
27,1,LOS ANGELES,6,10039107,2020-03-21,-0.296,0.0286,-0.26,-0.346,-0.29,0.15,-0.183,NA,0.18,0.004,0.034,12.5,5,0,2020-03-21,0.21642857142857141
28,1,LOS ANGELES,6,10039107,2020-03-22,-0.347,-0.0257,-0.28,-0.393,-0.331,0.164,-0.212,NA,0.22,0.0045,0.0285,12,5,0,2020-03-22,0.21642857142857141
29,1,LOS ANGELES,6,10039107,2020-03-23,-0.38,-0.07,-0.269,-0.421,-0.367,0.18,-0.23,NA,0.18,0.003,0.037,9.5,4,0,2020-03-23,0.21642857142857141
30,1,LOS ANGELES,6,10039107,2020-03-24,-0.407,-0.11,-0.287,-0.45,-0.396,0.193,-0.243,NA,0.24,0.008,0.024,15.5,5,0,2020-03-24,0.21642857142857141
31,1,LOS ANGELES,6,10039107,2020-03-25,-0.429,-0.143,-0.319,-0.474,-0.419,0.203,-0.254,NA,0.14,0.003,0.035,10.5,3,0,2020-03-25,0.2042857142857143
32,1,LOS ANGELES,6,10039107,2020-03-26,-0.444,-0.176,-0.326,-0.491,-0.44,0.211,-0.263,NA,0.15,0.003,0.036,10,4,0,2020-03-26,0.2042857142857143
33,1,LOS ANGELES,6,10039107,2020-03-27,-0.451,-0.196,-0.333,-0.501,-0.451,0.216,-0.267,NA,0.17,0.004,0.0345,12,5,0,2020-03-27,0.2042857142857143
34,1,LOS ANGELES,6,10039107,2020-03-28,-0.454,-0.207,-0.367,-0.51,-0.459,0.219,-0.272,NA,0.2,0.006,0.0305,21.5,8,0,2020-03-28,0.2042857142857143
35,1,LOS ANGELES,6,10039107,2020-03-29,-0.453,-0.209,-0.384,-0.51,-0.463,0.22,-0.275,NA,0.22,0.004,0.036,23,9.5,0,2020-03-29,0.2042857142857143
36,1,LOS ANGELES,6,10039107,2020-03-30,-0.453,-0.214,-0.387,-0.514,-0.469,0.22,-0.275,NA,0.24,0.008,0.032,24,9.5,0,2020-03-30,0.2042857142857143
37,1,LOS ANGELES,6,10039107,2020-03-31,-0.451,-0.217,-0.393,-0.514,-0.471,0.22,-0.275,NA,0.31,0.0115,0.016,21,9,0,2020-03-31,0.2042857142857143
38,1,LOS ANGELES,6,10039107,2020-04-01,-0.449,-0.214,-0.393,-0.513,-0.476,0.22,-0.275,NA,0.23,0.01,0.029,25,11,0,2020-04-01,0.18214285714285716
39,1,LOS ANGELES,6,10039107,2020-04-02,-0.449,-0.213,-0.399,-0.514,-0.479,0.221,-0.276,NA,0.17,0.005,0.034,24,10,0,2020-04-02,0.18214285714285716
40,1,LOS ANGELES,6,10039107,2020-04-03,-0.446,-0.207,-0.404,-0.514,-0.481,0.221,-0.276,NA,0.21,0.008,0.029,28,11,0,2020-04-03,0.18214285714285716
41,1,LOS ANGELES,6,10039107,2020-04-04,-0.446,-0.206,-0.407,-0.513,-0.484,0.221,-0.276,NA,0.195,0.006,0.032,NA,NA,0,2020-04-04,0.18214285714285716
42,1,LOS ANGELES,6,10039107,2020-04-05,-0.449,-0.206,-0.423,-0.517,-0.487,0.221,-0.276,NA,0.14,0.001,0.031,NA,NA,0,2020-04-05,0.18214285714285716
43,1,LOS ANGELES,6,10039107,2020-04-06,-0.459,-0.211,-0.457,-0.527,-0.491,0.226,-0.281,NA,0.14,0.003,0.03,NA,NA,0,2020-04-06,0.18214285714285716
44,1,LOS ANGELES,6,10039107,2020-04-07,-0.471,-0.223,-0.486,-0.539,-0.496,0.23,-0.285,NA,0.19,0.0055,0.033,NA,NA,0,2020-04-07,0.18214285714285716
45,1,LOS ANGELES,6,10039107,2020-04-08,-0.483,-0.236,-0.51,-0.55,-0.5,0.234,-0.29,NA,0.18,0.005,0.032,7,4,0,2020-04-08,0.195
46,1,LOS ANGELES,6,10039107,2020-04-09,-0.5,-0.257,-0.553,-0.569,-0.507,0.24,-0.296,NA,0.18,0.006,0.03,5.5,2,0,2020-04-09,0.195
47,1,LOS ANGELES,6,10039107,2020-04-10,-0.509,-0.267,-0.577,-0.579,-0.516,0.246,-0.301,NA,0.19,0.006,0.0285,4.5,1,0,2020-04-10,0.195
48,1,LOS ANGELES,6,10039107,2020-04-11,-0.51,-0.266,-0.577,-0.58,-0.519,0.246,-0.301,NA,0.27,0.009,0.021,12,7,0,2020-04-11,0.195
49,1,LOS ANGELES,6,10039107,2020-04-12,-0.526,-0.281,-0.591,-0.584,-0.523,0.247,-0.304,NA,0.16,0.001,0.034,16.5,7,0,2020-04-12,0.195
50,1,LOS ANGELES,6,10039107,2020-04-13,-0.523,-0.283,-0.576,-0.577,-0.519,0.244,-0.301,NA,0.18,0.0035,0.029,8,5,0,2020-04-13,0.195
51,1,LOS ANGELES,6,10039107,2020-04-14,-0.514,-0.276,-0.547,-0.567,-0.514,0.241,-0.298,NA,0.205,0.005,0.0295,17,7,0,2020-04-14,0.195
52,1,LOS ANGELES,6,10039107,2020-04-15,-0.511,-0.267,-0.526,-0.557,-0.509,0.239,-0.295,NA,0.26,0.012,0.0305,21,8,0,2020-04-15,0.19571428571428573
53,1,LOS ANGELES,6,10039107,2020-04-16,-0.511,-0.247,-0.481,-0.537,-0.5,0.231,-0.288,NA,0.24,0.0085,0.034,23.5,9,0,2020-04-16,0.19571428571428573
54,1,LOS ANGELES,6,10039107,2020-04-17,-0.521,-0.243,-0.463,-0.529,-0.49,0.226,-0.282,NA,0.17,0.005,0.03,22,8.5,0,2020-04-17,0.19571428571428573
55,1,LOS ANGELES,6,10039107,2020-04-18,-0.533,-0.246,-0.466,-0.526,-0.483,0.224,-0.28,NA,0.16,0.002,0.03,10.5,5,0,2020-04-18,0.19571428571428573
56,1,LOS ANGELES,6,10039107,2020-04-19,-0.527,-0.227,-0.439,-0.516,-0.473,0.221,-0.274,NA,0.16,0.001,0.035,14,4,0,2020-04-19,0.19571428571428573
57,1,LOS ANGELES,6,10039107,2020-04-20,-0.537,-0.219,-0.426,-0.51,-0.47,0.22,-0.272,NA,0.19,0.003,0.032,18,7,0,2020-04-20,0.19571428571428573
58,1,LOS ANGELES,6,10039107,2020-04-21,-0.55,-0.213,-0.421,-0.51,-0.469,0.219,-0.271,NA,0.19,0.003,0.031,23,6,0,2020-04-21,0.19571428571428573
59,1,LOS ANGELES,6,10039107,2020-04-22,-0.56,-0.211,-0.417,-0.511,-0.467,0.217,-0.269,NA,0.26,0.009,0.025,25.5,10.5,0,2020-04-22,0.2507142857142857
60,1,LOS ANGELES,6,10039107,2020-04-23,-0.559,-0.21,-0.413,-0.511,-0.467,0.217,-0.269,NA,0.2,0.0095,0.0335,38,15,0,2020-04-23,0.2507142857142857
61,1,LOS ANGELES,6,10039107,2020-04-24,-0.556,-0.206,-0.406,-0.51,-0.466,0.216,-0.268,NA,0.2,0.011,0.02,29,10,0,2020-04-24,0.2507142857142857
62,1,LOS ANGELES,6,10039107,2020-04-25,-0.553,-0.199,-0.394,-0.507,-0.464,0.213,-0.263,NA,0.265,0.0075,0.058,36.5,14.5,0,2020-04-25,0.2507142857142857
63,1,LOS ANGELES,6,10039107,2020-04-26,-0.549,-0.193,-0.387,-0.506,-0.464,0.211,-0.26,NA,0.29,0.008,0.028,30,14,0,2020-04-26,0.2507142857142857
64,1,LOS ANGELES,6,10039107,2020-04-27,-0.546,-0.189,-0.379,-0.504,-0.463,0.21,-0.258,NA,0.25,0.01,0.0415,39.5,16,0,2020-04-27,0.2507142857142857
65,1,LOS ANGELES,6,10039107,2020-04-28,-0.543,-0.184,-0.374,-0.5,-0.461,0.197,-0.246,NA,0.29,0.011,0.0255,32,16,0,2020-04-28,0.2507142857142857
66,1,LOS ANGELES,6,10039107,2020-04-29,-0.537,-0.183,-0.376,-0.497,-0.46,0.196,-0.244,NA,0.23,0.0075,0.036,29.5,15,0,2020-04-29,0.22357142857142856
67,1,LOS ANGELES,6,10039107,2020-04-30,-0.529,-0.179,-0.373,-0.493,-0.459,0.193,-0.241,NA,0.195,0.005,0.033,29,17,0,2020-04-30,0.22357142857142856
68,1,LOS ANGELES,6,10039107,2020-05-01,-0.52,-0.173,-0.363,-0.486,-0.457,0.191,-0.24,NA,0.21,0.007,0.0295,29.5,13.5,0,2020-05-01,0.22357142857142856
69,1,LOS ANGELES,6,10039107,2020-05-02,-0.511,-0.166,-0.353,-0.479,-0.454,0.19,-0.237,NA,0.21,0.007,0.031,31,12,0,2020-05-02,0.22357142857142856
70,1,LOS ANGELES,6,10039107,2020-05-03,-0.503,-0.16,-0.339,-0.471,-0.447,0.187,-0.232,NA,0.16,0.003,0.0245,22.5,6,0,2020-05-03,0.22357142857142856
71,1,LOS ANGELES,6,10039107,2020-05-04,-0.494,-0.154,-0.33,-0.467,-0.444,0.184,-0.228,NA,0.26,0.0095,0.029,33.5,11,0,2020-05-04,0.22357142857142856
72,1,LOS ANGELES,6,10039107,2020-05-05,-0.486,-0.144,-0.32,-0.463,-0.441,0.193,-0.237,NA,0.3,0.013,0.03,37.5,15,0,2020-05-05,0.22357142857142856
73,1,LOS ANGELES,6,10039107,2020-05-06,-0.481,-0.137,-0.309,-0.46,-0.44,0.191,-0.235,NA,0.295,0.0155,0.032,41.5,15.5,5e-4,2020-05-06,0.22285714285714286
74,1,LOS ANGELES,6,10039107,2020-05-07,-0.479,-0.131,-0.299,-0.459,-0.437,0.19,-0.234,NA,0.255,0.0095,0.0485,37,14,0,2020-05-07,0.22285714285714286
75,1,LOS ANGELES,6,10039107,2020-05-08,-0.476,-0.126,-0.289,-0.457,-0.434,0.187,-0.231,NA,0.27,0.0125,0.0345,43,22,0,2020-05-08,0.22285714285714286
76,1,LOS ANGELES,6,10039107,2020-05-09,-0.47,-0.109,-0.276,-0.451,-0.43,0.184,-0.226,NA,0.22,0.0065,0.038,40.5,21,0,2020-05-09,0.22285714285714286
77,1,LOS ANGELES,6,10039107,2020-05-10,-0.466,-0.09,-0.269,-0.441,-0.426,0.18,-0.217,NA,0.19,0.003,0.043,29,17,0,2020-05-10,0.22285714285714286
78,1,LOS ANGELES,6,10039107,2020-05-11,-0.466,-0.0943,-0.26,-0.441,-0.424,0.18,-0.217,NA,0.16,0.0025,0.041,22,10,0,2020-05-11,0.22285714285714286
79,1,LOS ANGELES,6,10039107,2020-05-12,-0.466,-0.0986,-0.254,-0.441,-0.423,0.18,-0.217,NA,0.17,0.004,0.036,17,7,0,2020-05-12,0.22285714285714286
80,1,LOS ANGELES,6,10039107,2020-05-13,-0.463,-0.0986,-0.24,-0.437,-0.42,0.179,-0.215,NA,0.13,0.004,0.038,26,9.5,0,2020-05-13,0.17
81,1,LOS ANGELES,6,10039107,2020-05-14,-0.461,-0.101,-0.227,-0.434,-0.417,0.179,-0.215,NA,0.2,0.01,0.017,25,7,0,2020-05-14,0.17
82,1,LOS ANGELES,6,10039107,2020-05-15,-0.461,-0.106,-0.214,-0.433,-0.416,0.179,-0.215,NA,0.2,0.01,0.019,30,10,0,2020-05-15,0.17
83,1,LOS ANGELES,6,10039107,2020-05-16,-0.463,-0.121,-0.2,-0.434,-0.413,0.179,-0.215,NA,0.2,0.009,0.029,30,10.5,0,2020-05-16,0.17
84,1,LOS ANGELES,6,10039107,2020-05-17,-0.463,-0.137,-0.176,-0.44,-0.411,0.181,-0.221,NA,0.17,0.006,0.031,29.5,13,0,2020-05-17,0.17
85,1,LOS ANGELES,6,10039107,2020-05-18,-0.461,-0.137,-0.194,-0.444,-0.41,0.181,-0.221,NA,0.14,0.004,0.016,10,4,0,2020-05-18,0.17
86,1,LOS ANGELES,6,10039107,2020-05-19,-0.456,-0.136,-0.183,-0.443,-0.407,0.18,-0.22,NA,0.15,0.004,0.0285,17.5,5,0,2020-05-19,0.17
87,1,LOS ANGELES,6,10039107,2020-05-20,-0.451,-0.131,-0.174,-0.441,-0.404,0.179,-0.218,NA,0.18,0.007,0.027,20,6,0,2020-05-20,0.19
88,1,LOS ANGELES,6,10039107,2020-05-21,-0.447,-0.126,-0.164,-0.439,-0.401,0.176,-0.215,NA,0.21,0.009,0.029,26,8,0,2020-05-21,0.19
89,1,LOS ANGELES,6,10039107,2020-05-22,-0.443,-0.121,-0.159,-0.437,-0.397,0.173,-0.213,NA,0.195,0.008,0.03,32,11.5,0,2020-05-22,0.19
90,1,LOS ANGELES,6,10039107,2020-05-23,-0.44,-0.117,-0.153,-0.436,-0.394,0.17,-0.208,NA,0.16,0.004,0.0365,28,11.5,0,2020-05-23,0.19
91,1,LOS ANGELES,6,10039107,2020-05-24,-0.439,-0.111,-0.137,-0.434,-0.393,0.167,-0.202,NA,0.195,0.004,0.0355,32.5,14.5,0,2020-05-24,0.19
92,1,LOS ANGELES,6,10039107,2020-05-25,-0.44,-0.104,-0.0671,-0.439,-0.433,0.174,-0.21,NA,0.19,0.004,0.03,38,17,0,2020-05-25,0.19
93,1,LOS ANGELES,6,10039107,2020-05-26,-0.44,-0.111,-0.136,-0.433,-0.39,0.166,-0.2,NA,0.2,0.004,0.031,36.5,17.5,0,2020-05-26,0.19
94,1,LOS ANGELES,6,10039107,2020-05-27,-0.44,-0.114,-0.133,-0.431,-0.387,0.164,-0.199,NA,0.205,0.007,0.027,31.5,16,0,2020-05-27,0.18714285714285714
95,1,LOS ANGELES,6,10039107,2020-05-28,-0.439,-0.117,-0.133,-0.431,-0.384,0.164,-0.199,NA,0.21,0.006,0.031,32,16,0,2020-05-28,0.18714285714285714
96,1,LOS ANGELES,6,10039107,2020-05-29,-0.439,-0.123,-0.137,-0.43,-0.381,0.164,-0.199,NA,0.17,0.005,0.02,17.5,8.5,0,2020-05-29,0.18714285714285714
97,1,LOS ANGELES,6,10039107,2020-05-30,-0.437,-0.13,-0.14,-0.43,-0.371,0.166,-0.201,NA,0.15,0.003,0.0225,10,4,0,2020-05-30,0.18714285714285714
98,1,LOS ANGELES,6,10039107,2020-05-31,-0.443,-0.147,-0.17,-0.433,-0.366,0.169,-0.207,NA,0.17,0.004,0.019,17,7,0,2020-05-31,0.18714285714285714
99,1,LOS ANGELES,6,10039107,2020-06-01,-0.447,-0.156,-0.173,-0.43,-0.364,0.17,-0.209,NA,0.185,0.005,0.027,21.5,10,0,2020-06-01,0.18714285714285714
100,1,LOS ANGELES,6,10039107,2020-06-02,-0.45,-0.156,-0.196,-0.433,-0.366,0.173,-0.212,NA,0.22,0.009,0.033,36,12,0,2020-06-02,0.18714285714285714
101,1,LOS ANGELES,6,10039107,2020-06-03,-0.446,-0.146,-0.207,-0.434,-0.366,0.173,-0.212,NA,0.2,0.007,0.031,31.5,14,0,2020-06-03,0.15642857142857144
102,1,LOS ANGELES,6,10039107,2020-06-04,-0.441,-0.14,-0.213,-0.433,-0.366,0.171,-0.21,NA,0.18,0.007,0.035,33,15,0,2020-06-04,0.15642857142857144
103,1,LOS ANGELES,6,10039107,2020-06-05,-0.436,-0.136,-0.221,-0.433,-0.366,0.17,-0.209,NA,0.14,0.005,0.029,20,8,0,2020-06-05,0.15642857142857144
104,1,LOS ANGELES,6,10039107,2020-06-06,-0.429,-0.129,-0.22,-0.429,-0.366,0.167,-0.204,NA,0.13,0.003,0.028,17,7,0,2020-06-06,0.15642857142857144
105,1,LOS ANGELES,6,10039107,2020-06-07,-0.41,-0.111,-0.193,-0.419,-0.36,0.163,-0.195,NA,0.14,0.002,0.036,26.5,8,0,2020-06-07,0.15642857142857144
106,1,LOS ANGELES,6,10039107,2020-06-08,-0.39,-0.0929,-0.153,-0.409,-0.354,0.156,-0.187,NA,0.14,0.003,0.038,30,4,0,2020-06-08,0.15642857142857144
107,1,LOS ANGELES,6,10039107,2020-06-09,-0.374,-0.0857,-0.121,-0.401,-0.35,0.15,-0.181,NA,0.165,0.006,0.036,20,3,0,2020-06-09,0.15642857142857144
108,1,LOS ANGELES,6,10039107,2020-06-10,-0.366,-0.0886,-0.109,-0.396,-0.347,0.147,-0.178,NA,0.26,0.015,0.0405,22.5,6,0,2020-06-10,0.19642857142857142
109,1,LOS ANGELES,6,10039107,2020-06-11,-0.357,-0.0886,-0.0986,-0.391,-0.344,0.144,-0.175,NA,0.27,0.011,0.031,41,14,0,2020-06-11,0.19642857142857142
110,1,LOS ANGELES,6,10039107,2020-06-12,-0.349,-0.0871,-0.08,-0.386,-0.343,0.141,-0.172,NA,0.17,0.006,0.031,20,9,0,2020-06-12,0.19642857142857142
111,1,LOS ANGELES,6,10039107,2020-06-13,-0.343,-0.0871,-0.07,-0.38,-0.339,0.139,-0.167,NA,0.18,0.006,0.0295,24,10,0,2020-06-13,0.19642857142857142
112,1,LOS ANGELES,6,10039107,2020-06-14,-0.337,-0.0871,-0.06,-0.374,-0.336,0.136,-0.161,NA,0.16,0.004,0.0255,28,9,0,2020-06-14,0.19642857142857142
113,1,LOS ANGELES,6,10039107,2020-06-15,-0.333,-0.09,-0.0557,-0.37,-0.334,0.134,-0.16,NA,0.18,0.005,0.029,29,9,0,2020-06-15,0.19642857142857142
114,1,LOS ANGELES,6,10039107,2020-06-16,-0.329,-0.0929,-0.05,-0.366,-0.333,0.133,-0.158,NA,0.155,0.004,0.0305,25,11,0,2020-06-16,0.19642857142857142
115,1,LOS ANGELES,6,10039107,2020-06-17,-0.326,-0.0957,-0.0414,-0.363,-0.333,0.131,-0.157,NA,0.16,0.004,0.03,23,9,0,2020-06-17,0.16857142857142857
116,1,LOS ANGELES,6,10039107,2020-06-18,-0.323,-0.0986,-0.0386,-0.363,-0.333,0.13,-0.155,NA,0.16,0.006,0.026,26,10.5,0,2020-06-18,0.16857142857142857
117,1,LOS ANGELES,6,10039107,2020-06-19,-0.32,-0.0986,-0.0357,-0.363,-0.333,0.127,-0.152,NA,0.17,0.004,0.034,25.5,11,0,2020-06-19,0.16857142857142857
118,1,LOS ANGELES,6,10039107,2020-06-20,-0.316,-0.0943,-0.0414,-0.366,-0.333,0.126,-0.15,NA,0.15,0.003,0.032,20,8,0,2020-06-20,0.16857142857142857
119,1,LOS ANGELES,6,10039107,2020-06-21,-0.317,-0.09,-0.0557,-0.37,-0.33,0.124,-0.147,NA,0.16,0.002,0.039,20,10,0,2020-06-21,0.16857142857142857
120,1,LOS ANGELES,6,10039107,2020-06-22,-0.317,-0.0943,-0.0557,-0.373,-0.334,0.124,-0.147,NA,0.2,0.005,0.038,30,18,0,2020-06-22,0.16857142857142857
121,1,LOS ANGELES,6,10039107,2020-06-23,-0.316,-0.0971,-0.0557,-0.374,-0.337,0.124,-0.147,NA,0.18,0.005,0.029,24,13.5,0,2020-06-23,0.16857142857142857
122,1,LOS ANGELES,6,10039107,2020-06-24,-0.314,-0.1,-0.0586,-0.377,-0.337,0.124,-0.147,NA,0.17,0.005,0.029,24,12,0,2020-06-24,0.15785714285714286
123,1,LOS ANGELES,6,10039107,2020-06-25,-0.314,-0.101,-0.0571,-0.376,-0.337,0.124,-0.147,NA,0.185,0.005,0.036,26,14,0,2020-06-25,0.15785714285714286
124,1,LOS ANGELES,6,10039107,2020-06-26,-0.316,-0.106,-0.06,-0.376,-0.337,0.126,-0.148,NA,0.16,0.004,0.029,16,8,0,2020-06-26,0.15785714285714286
125,1,LOS ANGELES,6,10039107,2020-06-27,-0.317,-0.114,-0.0557,-0.376,-0.339,0.127,-0.151,NA,0.15,0.005,0.028,17,11.5,0,2020-06-27,0.15785714285714286
126,1,LOS ANGELES,6,10039107,2020-06-28,-0.316,-0.124,-0.0586,-0.377,-0.34,0.13,-0.157,NA,0.15,0.004,0.029,10.5,6.5,0,2020-06-28,0.15785714285714286
127,1,LOS ANGELES,6,10039107,2020-06-29,-0.311,-0.121,-0.06,-0.377,-0.337,0.13,-0.157,NA,0.14,0.003,0.027,7,4,0,2020-06-29,0.15785714285714286
128,1,LOS ANGELES,6,10039107,2020-06-30,-0.307,-0.12,-0.0629,-0.379,-0.336,0.129,-0.155,NA,0.15,0.004,0.029,19.5,8,0,2020-06-30,0.15785714285714286
129,1,LOS ANGELES,6,10039107,2020-07-01,-0.301,-0.116,-0.0643,-0.376,-0.336,0.127,-0.154,NA,0.15,0.0035,0.03,28.5,13,0,2020-07-01,0.19642857142857142
130,1,LOS ANGELES,6,10039107,2020-07-02,-0.294,-0.104,-0.0629,-0.373,-0.339,0.126,-0.152,NA,0.15,0.004,0.028,24.5,10.5,0,2020-07-02,0.19642857142857142
131,1,LOS ANGELES,6,10039107,2020-07-03,-0.287,-0.0814,-0.0586,-0.376,-0.366,0.131,-0.158,NA,0.18,0.004,0.0335,33,13,0,2020-07-03,0.19642857142857142
132,1,LOS ANGELES,6,10039107,2020-07-04,-0.319,-0.103,-0.0943,-0.387,-0.363,0.13,-0.16,NA,0.18,0.004,0.03,30,17,0,2020-07-04,0.19642857142857142
133,1,LOS ANGELES,6,10039107,2020-07-05,-0.303,-0.113,-0.0843,-0.38,-0.349,0.127,-0.155,NA,0.225,0.006,0.0275,132.5,75,0.001,2020-07-05,0.19642857142857142
134,1,LOS ANGELES,6,10039107,2020-07-06,-0.296,-0.1,-0.0643,-0.374,-0.343,0.126,-0.152,NA,0.28,0.012,0.028,41,20.5,0,2020-07-06,0.19642857142857142
135,1,LOS ANGELES,6,10039107,2020-07-07,-0.299,-0.0971,-0.0629,-0.373,-0.346,0.127,-0.154,NA,0.21,0.008,0.028,38,18.5,0,2020-07-07,0.19642857142857142
136,1,LOS ANGELES,6,10039107,2020-07-08,-0.304,-0.0986,-0.06,-0.376,-0.347,0.129,-0.155,NA,0.18,0.007,0.031,38,17,0,2020-07-08,0.19285714285714287
137,1,LOS ANGELES,6,10039107,2020-07-09,-0.31,-0.107,-0.0629,-0.381,-0.346,0.131,-0.158,NA,0.2,0.007,0.029,37,18,0,2020-07-09,0.19285714285714287
138,1,LOS ANGELES,6,10039107,2020-07-10,-0.31,-0.103,-0.0657,-0.384,-0.347,0.133,-0.16,NA,0.205,0.006,0.032,33,17.5,0,2020-07-10,0.19285714285714287
139,1,LOS ANGELES,6,10039107,2020-07-11,-0.311,-0.1,-0.0757,-0.389,-0.349,0.134,-0.162,NA,0.2,0.006,0.035,28,16,0,2020-07-11,0.19285714285714287
140,1,LOS ANGELES,6,10039107,2020-07-12,-0.311,-0.0957,-0.0757,-0.391,-0.353,0.134,-0.162,NA,0.21,0.006,0.027,26,13,0,2020-07-12,0.19285714285714287
141,1,LOS ANGELES,6,10039107,2020-07-13,-0.31,-0.0957,-0.0786,-0.393,-0.351,0.134,-0.162,NA,0.18,0.006,0.0275,32,17,0,2020-07-13,0.19285714285714287
