"","cityid","city","statefips","city_pop2019","date","gps_retail_and_recreation","gps_grocery_and_pharmacy","gps_parks","gps_transit_stations","gps_workplaces","gps_residential","gps_away_from_home","bc","co","no2","o3","pm10","pm25","so2"
"6683",31,"MILWAUKEE",55,945726,"2020-08-14",-0.174,-0.0314,1.59,-0.247,-0.304,0.0714,-0.0777,0.72,0.23,0.007,NA,17,6.9,NA
"6684",31,"MILWAUKEE",55,945726,"2020-08-15",-0.176,-0.0343,1.54,-0.251,-0.306,0.0714,-0.0777,1.87,0.375,0.0145,NA,25,13.7,NA
"6685",31,"MILWAUKEE",55,945726,"2020-08-16",-0.173,-0.0329,1.65,-0.249,-0.306,0.07,-0.0748,0.37,0.185,0.0045,NA,9,5,NA
"6686",31,"MILWAUKEE",55,945726,"2020-08-17",NA,NA,NA,NA,-0.306,0.0671,-0.0715,0.8,0.195,0.012,NA,14,6,NA
"6687",31,"MILWAUKEE",55,945726,"2020-08-18",NA,NA,NA,NA,-0.304,0.0686,-0.0728,0.24,0.15,0.0045,NA,8,3.5,NA
"6688",31,"MILWAUKEE",55,945726,"2020-08-19",NA,NA,NA,NA,-0.304,0.0686,-0.0728,0.94,0.21,0.011,NA,10.5,4.9,NA
"6689",31,"MILWAUKEE",55,945726,"2020-08-20",NA,NA,NA,NA,-0.303,0.0686,-0.0728,1.09,0.215,0.014,NA,15,5.7,NA
"6690",31,"MILWAUKEE",55,945726,"2020-08-21",NA,NA,NA,NA,-0.301,0.0686,-0.0728,1.13,0.25,0.017,NA,16,5.65,NA
"6691",31,"MILWAUKEE",55,945726,"2020-08-22",NA,NA,NA,NA,-0.299,0.0686,-0.0728,0.97,0.26,0.01,NA,17,7.6,NA
"6692",31,"MILWAUKEE",55,945726,"2020-08-23",NA,NA,NA,NA,-0.299,0.0686,-0.0728,0.95,0.215,0.0065,NA,18,9.7,NA
"6693",31,"MILWAUKEE",55,945726,"2020-08-24",NA,NA,NA,NA,-0.297,0.0686,-0.0728,1.36,0.285,0.0175,NA,22,12.2,NA
"6694",31,"MILWAUKEE",55,945726,"2020-08-25",NA,NA,NA,NA,-0.3,0.07,-0.0742,0.785,0.16,0.011,NA,20.5,10.05,NA
"6695",31,"MILWAUKEE",55,945726,"2020-08-26",NA,NA,NA,NA,-0.3,0.07,-0.0742,1.345,0.26,0.014,NA,24,12.2,NA
"6696",31,"MILWAUKEE",55,945726,"2020-08-27",NA,NA,NA,NA,-0.3,0.07,-0.0742,1.14,0.23,0.012,NA,24,10.4,NA
"6697",31,"MILWAUKEE",55,945726,"2020-08-28",NA,NA,NA,NA,-0.299,0.0714,-0.0756,0.88,0.195,0.008,NA,14,8.6,NA
"6698",31,"MILWAUKEE",55,945726,"2020-08-29",NA,NA,NA,NA,-0.299,0.07,-0.0731,0.48,0.25,0.0055,NA,13,6.6,NA
"6699",31,"MILWAUKEE",55,945726,"2020-08-30",NA,NA,NA,NA,-0.296,0.07,-0.0731,0.305,0.18,0.006,NA,6,3.3,NA
"6700",31,"MILWAUKEE",55,945726,"2020-08-31",NA,NA,NA,NA,-0.296,0.07,-0.0731,0.78,0.19,0.0055,NA,11,4.1,NA
"6701",31,"MILWAUKEE",55,945726,"2020-09-01",NA,NA,NA,NA,-0.293,0.0686,-0.0717,0.455,0.16,0.007,NA,12,3.7,NA
"6702",31,"MILWAUKEE",55,945726,"2020-09-02",NA,NA,NA,NA,-0.293,0.0686,-0.0717,0.83,0.23,0.013,NA,11.5,5.2,NA
"6703",31,"MILWAUKEE",55,945726,"2020-09-03",NA,NA,NA,NA,-0.291,0.0671,-0.0703,1.06,0.245,0.012,NA,23,6.3,NA
"6704",31,"MILWAUKEE",55,945726,"2020-09-04",NA,NA,NA,NA,-0.294,0.0629,-0.0661,0.61,0.23,0.0115,NA,15,4.4,NA
"6705",31,"MILWAUKEE",55,945726,"2020-09-05",NA,NA,NA,NA,-0.303,0.0629,-0.0661,0.75,0.31,0.008,NA,15,5.8,NA
"6706",31,"MILWAUKEE",55,945726,"2020-09-06",NA,NA,NA,NA,-0.314,0.0643,-0.069,0.83,0.255,0.0095,NA,17,7,NA
"6707",31,"MILWAUKEE",55,945726,"2020-09-07",NA,NA,NA,NA,-0.367,0.0743,-0.0809,0.27,0.2,0.003,NA,20,5.4,NA
"6708",31,"MILWAUKEE",55,945726,"2020-09-08",NA,NA,NA,NA,-0.319,0.0671,-0.0718,0.33,0.18,0.0065,NA,6,2.3,NA
"6709",31,"MILWAUKEE",55,945726,"2020-09-09",NA,NA,NA,NA,-0.32,0.07,-0.075,0.245,0.155,0.005,NA,6.5,3.2,NA
"6710",31,"MILWAUKEE",55,945726,"2020-09-10",NA,NA,NA,NA,-0.321,0.0743,-0.0793,0.29,0.19,0.011,NA,6,2.9,NA
"6711",31,"MILWAUKEE",55,945726,"2020-09-11",NA,NA,NA,NA,-0.317,0.0786,-0.0835,0.18,0.13,0.003,NA,6,3.05,NA
"6712",31,"MILWAUKEE",55,945726,"2020-09-12",NA,NA,NA,NA,-0.311,0.0843,-0.0935,0.42,0.18,0.004,NA,10.5,6.9,NA
"6713",31,"MILWAUKEE",55,945726,"2020-09-13",NA,NA,NA,NA,-0.3,0.0843,-0.0935,0.26,0.21,0.003,NA,10,4.35,NA
"6714",31,"MILWAUKEE",55,945726,"2020-09-14",NA,NA,NA,NA,-0.296,0.0843,-0.0935,0.67,0.215,0.011,NA,14,6.8,NA
"6715",31,"MILWAUKEE",55,945726,"2020-09-15",NA,NA,NA,NA,-0.287,0.08,-0.0893,1,0.215,0.0125,NA,16,7.6,NA
"6716",31,"MILWAUKEE",55,945726,"2020-09-16",NA,NA,NA,NA,-0.283,0.0771,-0.0861,NA,NA,NA,NA,NA,NA,NA
"6717",31,"MILWAUKEE",55,945726,"2020-09-17",NA,NA,NA,NA,-0.28,0.0743,-0.0833,NA,NA,NA,NA,NA,NA,NA
"6718",31,"MILWAUKEE",55,945726,"2020-09-18",NA,NA,NA,NA,-0.279,0.0714,-0.0805,0.155,0.145,0.0025,NA,6,1.8,NA
"6719",31,"MILWAUKEE",55,945726,"2020-09-19",NA,NA,NA,NA,-0.276,0.0671,-0.073,1.98,0.455,0.018,NA,17,12.2,NA
"6720",31,"MILWAUKEE",55,945726,"2020-09-20",NA,NA,NA,NA,-0.279,0.0671,-0.073,NA,NA,NA,NA,NA,NA,NA
"6721",31,"MILWAUKEE",55,945726,"2020-09-21",NA,NA,NA,NA,-0.28,0.0671,-0.073,0.87,0.215,0.015,NA,21,6.55,NA
"6722",31,"MILWAUKEE",55,945726,"2020-09-22",NA,NA,NA,NA,-0.281,0.0671,-0.073,1.58,0.32,0.024,NA,24.5,8.6,NA
"6723",31,"MILWAUKEE",55,945726,"2020-09-23",NA,NA,NA,NA,-0.28,0.0671,-0.073,1.63,0.41,0.022,NA,30,12.2,NA
"6724",31,"MILWAUKEE",55,945726,"2020-09-24",NA,NA,NA,NA,-0.279,0.0671,-0.073,1.7,0.34,0.021,NA,30.5,15.3,NA
"6725",31,"MILWAUKEE",55,945726,"2020-09-25",NA,NA,NA,NA,-0.277,0.0671,-0.073,1.31,0.24,0.016,NA,27.9,14,NA
"6726",31,"MILWAUKEE",55,945726,"2020-09-26",NA,NA,NA,NA,-0.273,0.0671,-0.073,0.835,0.25,0.007,NA,25.05,11.5,NA
"6727",31,"MILWAUKEE",55,945726,"2020-09-27",NA,NA,NA,NA,-0.27,0.0671,-0.073,0.45,0.2,0.004,NA,53.4,11.8,NA
"6728",32,"ALBUQUERQUE",35,679121,"2020-02-24",0.0343,0.05,0.00143,0.00857,0.0171,0,-0.00234,NA,NA,NA,NA,NA,NA,NA
"6729",32,"ALBUQUERQUE",35,679121,"2020-02-25",0.0343,0.0443,-0.0286,0.00429,0.0171,0,-0.00234,NA,NA,NA,NA,NA,NA,NA
"6730",32,"ALBUQUERQUE",35,679121,"2020-02-26",0.0486,0.0457,-0.0243,0.00857,0.0186,-0.00143,-0.000736,NA,NA,NA,NA,NA,NA,NA
"6731",32,"ALBUQUERQUE",35,679121,"2020-02-27",0.06,0.0529,-0.00286,0.02,0.0186,-0.00286,0.000701,NA,NA,NA,NA,NA,NA,NA
"6732",32,"ALBUQUERQUE",35,679121,"2020-02-28",0.0714,0.0614,0.0186,0.0343,0.02,-0.00571,0.00347,NA,NA,NA,NA,NA,NA,NA
"6733",32,"ALBUQUERQUE",35,679121,"2020-02-29",0.0886,0.0757,0.0943,0.0529,0.0257,-0.0114,0.0135,NA,NA,NA,NA,NA,NA,NA
"6734",32,"ALBUQUERQUE",35,679121,"2020-03-01",0.111,0.0957,0.18,0.0686,0.0329,-0.0157,0.0222,NA,NA,NA,NA,NA,NA,NA
"6735",32,"ALBUQUERQUE",35,679121,"2020-03-02",0.12,0.104,0.204,0.0757,0.0343,-0.0171,0.0239,NA,NA,NA,NA,NA,NA,NA
"6736",32,"ALBUQUERQUE",35,679121,"2020-03-03",0.133,0.124,0.234,0.0814,0.0343,-0.0186,0.0253,NA,NA,NA,NA,NA,NA,NA
"6737",32,"ALBUQUERQUE",35,679121,"2020-03-04",0.133,0.133,0.256,0.0843,0.0343,-0.0186,0.0253,NA,NA,NA,NA,NA,NA,NA
"6738",32,"ALBUQUERQUE",35,679121,"2020-03-05",0.13,0.139,0.269,0.08,0.0357,-0.0186,0.0253,NA,NA,NA,NA,NA,NA,NA
"6739",32,"ALBUQUERQUE",35,679121,"2020-03-06",0.126,0.139,0.28,0.0743,0.0357,-0.0171,0.0239,NA,NA,NA,NA,NA,NA,NA
"6740",32,"ALBUQUERQUE",35,679121,"2020-03-07",0.121,0.139,0.294,0.0743,0.0357,-0.0157,0.0214,NA,NA,NA,NA,NA,NA,NA
"6741",32,"ALBUQUERQUE",35,679121,"2020-03-08",0.109,0.13,0.249,0.0643,0.0314,-0.0129,0.0156,NA,NA,NA,NA,NA,NA,NA
"6742",32,"ALBUQUERQUE",35,679121,"2020-03-09",0.109,0.131,0.281,0.0557,0.03,-0.0129,0.0156,NA,NA,NA,NA,NA,NA,NA
"6743",32,"ALBUQUERQUE",35,679121,"2020-03-10",0.104,0.124,0.296,0.0571,0.0286,-0.0129,0.0156,NA,NA,NA,NA,NA,NA,NA
"6744",32,"ALBUQUERQUE",35,679121,"2020-03-11",0.106,0.136,0.294,0.0571,0.0257,-0.0129,0.0156,NA,NA,NA,NA,NA,NA,NA
"6745",32,"ALBUQUERQUE",35,679121,"2020-03-12",0.107,0.17,0.284,0.0486,0.0114,-0.01,0.0127,NA,NA,NA,NA,NA,NA,NA
"6746",32,"ALBUQUERQUE",35,679121,"2020-03-13",0.0929,0.214,0.221,0.0271,-0.01,-0.00143,0.00442,NA,NA,NA,NA,NA,NA,NA
"6747",32,"ALBUQUERQUE",35,679121,"2020-03-14",0.0629,0.229,0.19,0.0129,-0.0186,0.00571,-0.0081,NA,NA,NA,NA,NA,NA,NA
"6748",32,"ALBUQUERQUE",35,679121,"2020-03-15",0.0329,0.234,0.236,0.00286,-0.0286,0.01,-0.0168,NA,NA,NA,NA,NA,NA,NA
"6749",32,"ALBUQUERQUE",35,679121,"2020-03-16",0.00857,0.251,0.216,-0.0157,-0.0614,0.0214,-0.0304,NA,NA,NA,NA,NA,NA,NA
"6750",32,"ALBUQUERQUE",35,679121,"2020-03-17",-0.03,0.26,0.187,-0.0429,-0.103,0.0371,-0.0457,NA,NA,NA,NA,NA,NA,NA
"6751",32,"ALBUQUERQUE",35,679121,"2020-03-18",-0.0771,0.253,0.134,-0.0814,-0.149,0.0571,-0.0681,NA,NA,NA,NA,NA,NA,NA
"6752",32,"ALBUQUERQUE",35,679121,"2020-03-19",-0.137,0.214,0.0871,-0.116,-0.189,0.0771,-0.0882,NA,NA,NA,NA,NA,NA,NA
"6753",32,"ALBUQUERQUE",35,679121,"2020-03-20",-0.18,0.167,0.12,-0.141,-0.224,0.0929,-0.103,NA,NA,NA,NA,NA,NA,NA
"6754",32,"ALBUQUERQUE",35,679121,"2020-03-21",-0.224,0.133,0.0914,-0.173,-0.257,0.104,-0.123,NA,NA,NA,NA,NA,NA,NA
"6755",32,"ALBUQUERQUE",35,679121,"2020-03-22",-0.266,0.103,0.0914,-0.207,-0.29,0.113,-0.141,NA,NA,NA,NA,NA,NA,NA
"6756",32,"ALBUQUERQUE",35,679121,"2020-03-23",-0.299,0.0829,0.0671,-0.239,-0.319,0.124,-0.154,NA,NA,NA,NA,NA,NA,NA
"6757",32,"ALBUQUERQUE",35,679121,"2020-03-24",-0.337,0.0357,0.0771,-0.271,-0.346,0.137,-0.167,NA,NA,NA,NA,NA,NA,NA
"6758",32,"ALBUQUERQUE",35,679121,"2020-03-25",-0.37,-0.0129,0.104,-0.296,-0.37,0.147,-0.178,NA,NA,NA,NA,NA,NA,NA
"6759",32,"ALBUQUERQUE",35,679121,"2020-03-26",-0.391,-0.0571,0.0871,-0.321,-0.39,0.156,-0.187,NA,NA,NA,NA,NA,NA,NA
"6760",32,"ALBUQUERQUE",35,679121,"2020-03-27",-0.41,-0.0929,0.0514,-0.346,-0.409,0.163,-0.194,NA,NA,NA,NA,NA,NA,NA
"6761",32,"ALBUQUERQUE",35,679121,"2020-03-28",-0.423,-0.12,0.0171,-0.366,-0.427,0.167,-0.201,NA,NA,NA,NA,NA,NA,NA
"6762",32,"ALBUQUERQUE",35,679121,"2020-03-29",-0.431,-0.14,-0.0114,-0.381,-0.44,0.17,-0.207,NA,NA,NA,NA,NA,NA,NA
"6763",32,"ALBUQUERQUE",35,679121,"2020-03-30",-0.447,-0.18,-0.0314,-0.396,-0.453,0.176,-0.214,NA,NA,NA,NA,NA,NA,NA
"6764",32,"ALBUQUERQUE",35,679121,"2020-03-31",-0.439,-0.177,-0.0214,-0.394,-0.459,0.176,-0.214,NA,0.105,0.002,0.051,12,3.1,0
"6765",32,"ALBUQUERQUE",35,679121,"2020-04-01",-0.429,-0.167,-0.0214,-0.393,-0.461,0.176,-0.214,NA,0.13,0.003,0.042,13,3.3,0.001
"6766",32,"ALBUQUERQUE",35,679121,"2020-04-02",-0.419,-0.153,0.0243,-0.387,-0.464,0.174,-0.212,NA,0.13,0.0035,0.045,15,3.2,0.001
"6767",32,"ALBUQUERQUE",35,679121,"2020-04-03",-0.41,-0.14,0.0657,-0.379,-0.466,0.174,-0.212,NA,0.12,0.003,0.047,15,3.45,0.001
"6768",32,"ALBUQUERQUE",35,679121,"2020-04-04",-0.404,-0.133,0.0914,-0.377,-0.467,0.174,-0.212,NA,0.11,0.002,0.0365,17,3.8,0.001
"6769",32,"ALBUQUERQUE",35,679121,"2020-04-05",-0.401,-0.126,0.0929,-0.374,-0.469,0.174,-0.212,NA,0.12,0.002,0.0445,14,3.2,0.001
"6770",32,"ALBUQUERQUE",35,679121,"2020-04-06",-0.399,-0.117,0.117,-0.369,-0.47,0.174,-0.212,NA,0.12,0.003,0.0435,15.5,3.2,0.001
"6771",32,"ALBUQUERQUE",35,679121,"2020-04-07",-0.403,-0.116,0.104,-0.371,-0.471,0.176,-0.214,NA,0.11,0.004,0.042,15,3.1,0
"6772",32,"ALBUQUERQUE",35,679121,"2020-04-08",-0.409,-0.121,0.116,-0.373,-0.474,0.176,-0.214,NA,0.11,0.0055,0.0395,16,3.6,0
"6773",32,"ALBUQUERQUE",35,679121,"2020-04-09",-0.411,-0.123,0.12,-0.376,-0.476,0.177,-0.215,NA,0.11,0.002,0.041,16.5,3.2,0.001
"6774",32,"ALBUQUERQUE",35,679121,"2020-04-10",-0.416,-0.127,0.119,-0.377,-0.483,0.179,-0.217,NA,0.17,0.002,0.043,15,3.1,0.001
"6775",32,"ALBUQUERQUE",35,679121,"2020-04-11",-0.417,-0.123,0.111,-0.377,-0.484,0.179,-0.217,NA,0.215,0.005,0.044,15,3.3,0.001
"6776",32,"ALBUQUERQUE",35,679121,"2020-04-12",-0.441,-0.151,0.0586,-0.381,-0.491,0.18,-0.22,NA,0.13,0.002,0.044,15,2.9,0.001
"6777",32,"ALBUQUERQUE",35,679121,"2020-04-13",-0.457,-0.17,-0.0357,-0.397,-0.496,0.186,-0.226,NA,0.09,0.003,0.034,8,3.1,0.001
"6778",32,"ALBUQUERQUE",35,679121,"2020-04-14",-0.457,-0.174,-0.0686,-0.4,-0.494,0.187,-0.228,NA,0.16,0.0085,0.033,12,4.4,0.001
"6779",32,"ALBUQUERQUE",35,679121,"2020-04-15",-0.446,-0.169,-0.0829,-0.393,-0.491,0.186,-0.226,NA,0.19,0.009,0.045,13,4.5,0.001
"6780",32,"ALBUQUERQUE",35,679121,"2020-04-16",-0.439,-0.17,-0.0886,-0.384,-0.487,0.184,-0.225,NA,0.15,0.004,0.041,12,3.4,0.001
"6781",32,"ALBUQUERQUE",35,679121,"2020-04-17",-0.434,-0.177,-0.0871,-0.379,-0.479,0.181,-0.222,NA,0.14,0.004,0.04,13.5,3.5,0.001
"6782",32,"ALBUQUERQUE",35,679121,"2020-04-18",-0.43,-0.184,-0.09,-0.373,-0.473,0.18,-0.219,NA,0.12,0.004,0.043,18,4.4,0.001
"6783",32,"ALBUQUERQUE",35,679121,"2020-04-19",-0.401,-0.157,-0.0386,-0.367,-0.463,0.177,-0.214,NA,0.1,0.002,0.047,12,3.4,0.001
"6784",32,"ALBUQUERQUE",35,679121,"2020-04-20",-0.381,-0.144,0.0586,-0.35,-0.457,0.171,-0.207,NA,0.13,0.004,0.044,13,3.6,0.001
"6785",32,"ALBUQUERQUE",35,679121,"2020-04-21",-0.374,-0.143,0.0857,-0.344,-0.457,0.17,-0.205,NA,0.13,0.004,0.044,16,4.1,0.001
"6786",32,"ALBUQUERQUE",35,679121,"2020-04-22",-0.379,-0.147,0.0943,-0.347,-0.457,0.17,-0.205,NA,0.11,0.002,0.05,16,3.8,0.001
"6787",32,"ALBUQUERQUE",35,679121,"2020-04-23",-0.379,-0.146,0.0971,-0.35,-0.459,0.17,-0.205,NA,0.14,0.003,0.045,20,4.1,0.001
"6788",32,"ALBUQUERQUE",35,679121,"2020-04-24",-0.377,-0.14,0.0957,-0.349,-0.459,0.17,-0.205,NA,0.12,0.002,0.042,18,4.1,0.001
"6789",32,"ALBUQUERQUE",35,679121,"2020-04-25",-0.374,-0.134,0.126,-0.344,-0.459,0.169,-0.203,NA,0.1,0.001,0.053,16.5,3.3,5e-04
"6790",32,"ALBUQUERQUE",35,679121,"2020-04-26",-0.37,-0.13,0.134,-0.343,-0.457,0.169,-0.203,NA,0.145,0.006,0.041,22,5.1,0.001
"6791",32,"ALBUQUERQUE",35,679121,"2020-04-27",-0.366,-0.126,0.131,-0.337,-0.456,0.167,-0.201,NA,0.12,0.005,0.04,27,4.3,0.001
"6792",32,"ALBUQUERQUE",35,679121,"2020-04-28",-0.361,-0.12,0.139,-0.334,-0.454,0.156,-0.19,NA,0.11,0.003,0.045,23,4.3,0.001
"6793",32,"ALBUQUERQUE",35,679121,"2020-04-29",-0.354,-0.114,0.15,-0.33,-0.453,0.154,-0.188,NA,0.12,0.002,0.043,28,3.7,0
"6794",32,"ALBUQUERQUE",35,679121,"2020-04-30",-0.346,-0.107,0.16,-0.323,-0.451,0.151,-0.186,NA,0.14,0.004,0.046,42,5.8,0
"6795",32,"ALBUQUERQUE",35,679121,"2020-05-01",-0.336,-0.0943,0.171,-0.313,-0.449,0.149,-0.183,NA,0.13,0.003,0.046,31.5,5.7,0
"6796",32,"ALBUQUERQUE",35,679121,"2020-05-02",-0.33,-0.0843,0.17,-0.304,-0.443,0.147,-0.18,NA,0.11,0.003,0.048,21.5,4.3,0
"6797",32,"ALBUQUERQUE",35,679121,"2020-05-03",-0.324,-0.0743,0.179,-0.294,-0.436,0.144,-0.174,NA,0.1,0.001,0.051,20,4.2,0
"6798",32,"ALBUQUERQUE",35,679121,"2020-05-04",-0.317,-0.0614,0.187,-0.289,-0.434,0.143,-0.173,NA,0.1,0.0025,0.052,28,5.6,0
"6799",32,"ALBUQUERQUE",35,679121,"2020-05-05",-0.309,-0.0443,0.203,-0.277,-0.431,0.15,-0.18,NA,0.115,0.002,0.047,31,5.4,0
"6800",32,"ALBUQUERQUE",35,679121,"2020-05-06",-0.307,-0.0371,0.213,-0.269,-0.429,0.15,-0.18,NA,0.14,0.005,0.041,29,5.8,0
"6801",32,"ALBUQUERQUE",35,679121,"2020-05-07",-0.307,-0.03,0.226,-0.263,-0.427,0.15,-0.18,NA,0.14,0.003,0.058,40,5.5,0
"6802",32,"ALBUQUERQUE",35,679121,"2020-05-08",-0.309,-0.0257,0.231,-0.261,-0.426,0.15,-0.18,NA,0.12,0.001,0.049,48,6.85,0
"6803",32,"ALBUQUERQUE",35,679121,"2020-05-09",-0.306,-0.00714,0.237,-0.257,-0.423,0.147,-0.175,NA,0.12,0.002,0.045,34,5.2,0
"6804",32,"ALBUQUERQUE",35,679121,"2020-05-10",-0.303,0.00857,0.221,-0.249,-0.416,0.144,-0.169,NA,0.115,0.002,0.053,41,6.2,0
"6805",32,"ALBUQUERQUE",35,679121,"2020-05-11",-0.311,-0.00143,0.207,-0.249,-0.414,0.146,-0.171,NA,0.11,0.0035,0.053,25,5.2,0
"6806",32,"ALBUQUERQUE",35,679121,"2020-05-12",-0.314,-0.00857,0.217,-0.249,-0.411,0.146,-0.171,NA,0.115,0.004,0.043,15,4.6,0
"6807",32,"ALBUQUERQUE",35,679121,"2020-05-13",-0.311,-0.00429,0.229,-0.243,-0.409,0.144,-0.169,NA,0.11,0.002,0.049,19,4.6,0
"6808",32,"ALBUQUERQUE",35,679121,"2020-05-14",-0.31,-0.00143,0.24,-0.246,-0.404,0.143,-0.168,NA,0.11,0.004,0.041,20,4.7,0
"6809",32,"ALBUQUERQUE",35,679121,"2020-05-15",-0.309,-0.00143,0.256,-0.261,-0.401,0.141,-0.166,NA,0.125,0.004,0.05,23,4.5,0
"6810",32,"ALBUQUERQUE",35,679121,"2020-05-16",-0.306,-0.0171,0.264,-0.276,-0.397,0.141,-0.166,NA,0.13,0.003,0.0455,19.5,4.3,0
"6811",32,"ALBUQUERQUE",35,679121,"2020-05-17",-0.303,-0.0329,0.287,-0.29,-0.396,0.143,-0.169,NA,0.12,0.002,0.048,23,5.65,0
"6812",32,"ALBUQUERQUE",35,679121,"2020-05-18",-0.289,-0.0243,0.317,-0.301,-0.391,0.139,-0.164,NA,0.12,0.004,0.046,26,5.2,0
"6813",32,"ALBUQUERQUE",35,679121,"2020-05-19",-0.279,-0.02,0.316,-0.317,-0.389,0.137,-0.163,NA,0.13,0.004,0.047,37,7.2,0
"6814",32,"ALBUQUERQUE",35,679121,"2020-05-20",-0.269,-0.0157,0.317,-0.336,-0.386,0.136,-0.161,NA,0.08,0.002,0.045,25,4.3,0
"6815",32,"ALBUQUERQUE",35,679121,"2020-05-21",-0.257,-0.0114,0.334,-0.343,-0.383,0.133,-0.158,NA,0.11,0.003,0.054,18.5,3,0
"6816",32,"ALBUQUERQUE",35,679121,"2020-05-22",-0.249,-0.00857,0.343,-0.337,-0.381,0.13,-0.155,NA,0.13,0.005,0.0485,23,3.6,0
"6817",32,"ALBUQUERQUE",35,679121,"2020-05-23",-0.249,-0.00857,0.35,-0.337,-0.379,0.129,-0.153,NA,0.11,0.002,0.049,24,4.15,0
"6818",32,"ALBUQUERQUE",35,679121,"2020-05-24",-0.247,-0.00429,0.36,-0.337,-0.377,0.127,-0.15,NA,0.1,0.002,0.051,23,4.7,0
"6819",32,"ALBUQUERQUE",35,679121,"2020-05-25",-0.259,-0.0114,0.386,-0.35,-0.417,0.134,-0.158,NA,0.085,0.002,0.048,18,3.4,0
"6820",32,"ALBUQUERQUE",35,679121,"2020-05-26",-0.247,-0.00429,0.371,-0.339,-0.374,0.126,-0.149,NA,0.075,0.002,0.044,17,3.15,0
"6821",32,"ALBUQUERQUE",35,679121,"2020-05-27",-0.246,-0.00857,0.377,-0.337,-0.371,0.124,-0.147,NA,0.07,0.003,0.042,22,3.4,0
"6822",32,"ALBUQUERQUE",35,679121,"2020-05-28",-0.246,-0.0114,0.369,-0.334,-0.369,0.124,-0.147,NA,0.05,0.002,0.0455,28,4.3,0
"6823",32,"ALBUQUERQUE",35,679121,"2020-05-29",-0.244,-0.0157,0.364,-0.333,-0.363,0.124,-0.147,NA,0.04,0.002,0.046,30,4.5,0
"6824",32,"ALBUQUERQUE",35,679121,"2020-05-30",-0.237,-0.0157,0.346,-0.329,-0.35,0.124,-0.147,NA,0.09,0.003,0.0415,30,4,0
"6825",32,"ALBUQUERQUE",35,679121,"2020-05-31",-0.231,-0.0157,0.343,-0.321,-0.339,0.124,-0.147,NA,0.085,0.003,0.04,16,4.7,0
"6826",32,"ALBUQUERQUE",35,679121,"2020-06-01",-0.22,-0.0129,0.316,-0.314,-0.331,0.121,-0.144,NA,0.1,0.002,0.045,15,4.3,0
"6827",32,"ALBUQUERQUE",35,679121,"2020-06-02",-0.204,-0.00429,0.304,-0.301,-0.329,0.119,-0.141,NA,0.1,0.004,0.043,13,5.3,0
"6828",32,"ALBUQUERQUE",35,679121,"2020-06-03",-0.193,0.00714,0.301,-0.296,-0.324,0.116,-0.138,NA,0.07,0.004,0.043,15,4.3,0
"6829",32,"ALBUQUERQUE",35,679121,"2020-06-04",-0.181,0.0143,0.299,-0.291,-0.321,0.113,-0.135,NA,0.11,0.004,0.047,19,5.35,0
"6830",32,"ALBUQUERQUE",35,679121,"2020-06-05",-0.171,0.0214,0.304,-0.291,-0.32,0.11,-0.132,NA,0.13,0.006,0.039,23,6.2,0
"6831",32,"ALBUQUERQUE",35,679121,"2020-06-06",-0.164,0.0271,0.297,-0.293,-0.32,0.109,-0.129,NA,0.1,0.003,0.0475,27,5.8,0
"6832",32,"ALBUQUERQUE",35,679121,"2020-06-07",-0.154,0.0329,0.303,-0.293,-0.317,0.106,-0.124,NA,0.105,0.0015,0.054,18,5.3,0.001
"6833",32,"ALBUQUERQUE",35,679121,"2020-06-08",-0.151,0.0371,0.324,-0.293,-0.317,0.106,-0.124,NA,0.135,0.004,0.043,49,12.55,0.001
"6834",32,"ALBUQUERQUE",35,679121,"2020-06-09",-0.153,0.0343,0.336,-0.297,-0.314,0.106,-0.124,NA,0.09,0.002,0.046,20,2.7,0
"6835",32,"ALBUQUERQUE",35,679121,"2020-06-10",-0.151,0.0271,0.349,-0.297,-0.313,0.106,-0.124,NA,0.1,0.0035,0.04,14,2.6,0
"6836",32,"ALBUQUERQUE",35,679121,"2020-06-11",-0.151,0.0229,0.354,-0.296,-0.311,0.106,-0.124,NA,0.125,0.006,0.045,26,7.6,0
"6837",32,"ALBUQUERQUE",35,679121,"2020-06-12",-0.15,0.0186,0.349,-0.291,-0.31,0.104,-0.122,NA,0.09,0.002,0.049,27,6.5,0
"6838",32,"ALBUQUERQUE",35,679121,"2020-06-13",-0.147,0.0143,0.364,-0.281,-0.307,0.103,-0.12,NA,0.1,0.003,0.046,20,5.2,0
"6839",32,"ALBUQUERQUE",35,679121,"2020-06-14",-0.144,0.0114,0.366,-0.276,-0.306,0.103,-0.12,NA,0.085,0.002,0.043,16,4.8,0
"6840",32,"ALBUQUERQUE",35,679121,"2020-06-15",-0.143,0.00857,0.381,-0.27,-0.304,0.101,-0.118,NA,0.125,0.0035,0.049,26,6.1,0
"6841",32,"ALBUQUERQUE",35,679121,"2020-06-16",-0.141,0.00714,0.391,-0.264,-0.304,0.1,-0.117,NA,0.08,0.002,0.05,18,4.15,0
"6842",32,"ALBUQUERQUE",35,679121,"2020-06-17",-0.141,0.00857,0.387,-0.26,-0.304,0.0986,-0.115,NA,0.1,0.004,0.043,22,5.4,0
"6843",32,"ALBUQUERQUE",35,679121,"2020-06-18",-0.139,0.0114,0.39,-0.257,-0.304,0.0971,-0.114,NA,0.16,0.0045,0.051,40,20.1,0.001
